,label,original,simplified,split,BERTSimilarity,split BERTSimilarity,avg split BERTSimilarity,BLEU,split BLEU,avg split BLEU,ROUGE 1,split ROUGE 1,avg split ROUGE 1,ROUGE 2,split ROUGE 2,avg split ROUGE 2,ROUGE L,split ROUGE L,avg split ROUGE L,QuestEval,split QuestEval,avg split QuestEval
18,wiki-clock-en.txt,Clocks have different ways of displaying the time.,Clocks have different ways of displaying the time.,['Clocks have different ways of displaying the time.'],1.0,[1.0],1.0,100.00000000000004,[100.00000000000004],100.00000000000004,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.9946524898211161,[0.9946524898211161],0.9946524898211161
19,wiki-clock-en.txt,"Analog clocks indicate time with a traditional clock face, with moving hands.",Analog clocks indicate time with a traditional clock face with moving hands.,['Analog clocks indicate time with a traditional clock face with moving hands.'],0.9930038452148438,[0.9930038452148438],0.9930038452148438,78.25422900366432,[78.25422900366432],78.25422900366432,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.854922726419237,[0.854922726419237],0.854922726419237
20,wiki-clock-en.txt,Digital clocks display a numeric representation of time.,Digital clocks display a numeric representation of time.,['Digital clocks display a numeric representation of time.'],1.0,[1.0],1.0,100.00000000000004,[100.00000000000004],100.00000000000004,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.8377869264947044,[0.8377869264947044],0.8377869264947044
21,wiki-clock-en.txt,Two numbering systems are in use: 24-hour time notation and 12-hour notation.,Two numbering systems are in use 24 hour time notation and 12 hour notation.,['Two numbering systems are in use 24 hour time notation and 12 hour notation.'],0.9719151258468628,[0.9719151258468628],0.9719151258468628,54.75235665340891,[54.75235665340891],54.75235665340891,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.5885325797321477,[0.5885325797321477],0.5885325797321477
22,wiki-clock-en.txt,"Most digital clocks use electronic mechanisms and LCD, LED, or VFD displays.",Most digital clocks use electronic mechanisms and LCD LED or VFD displays.,['Most digital clocks use electronic mechanisms and LCD LED or VFD displays.'],0.9881384968757629,[0.9881384968757629],0.9881384968757629,66.06328636027618,[66.06328636027618],66.06328636027618,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.6109170314338472,[0.6109170314338472],0.6109170314338472
23,wiki-clock-en.txt,"For the blind and for use over telephones, speaking clocks state the time audibly in words.",For the blind and for use over telephones speaking clocks Department_of_State the time audibly in words.,['For the blind and for use over telephones speaking clocks Department_of_State the time audibly in words.'],0.9000932574272156,[0.9000932574272156],0.9000932574272156,58.40133163781688,[58.40133163781688],58.40133163781688,0.9411764705882353,[0.9411764705882353],0.9411764705882353,0.7999999999999999,[0.7999999999999999],0.7999999999999999,0.9411764705882353,[0.9411764705882353],0.9411764705882353,0.4173627959357368,[0.4173627959357368],0.4173627959357368
24,wiki-clock-en.txt,There are also clocks for the blind that have displays that can be read by touch.,There are also clocks for the blind that hold displays that can be read by touch.,['There are also clocks for the blind that hold displays that can be read by touch.'],0.9906286597251892,[0.9906286597251892],0.9906286597251892,82.82477531331043,[82.82477531331043],82.82477531331043,0.9090909090909091,[0.9090909090909091],0.9090909090909091,0.6666666666666665,[0.6666666666666665],0.6666666666666665,0.9090909090909091,[0.9090909090909091],0.9090909090909091,0.6262455946869321,[0.6262455946869321],0.6262455946869321
0,wiki-berlin-en.txt,Berlin is the capital and largest city of Germany by both area and population.,Berlin is the capital and largest city of Germany by both area and population.,['Berlin is the capital and largest city of Germany by both area and population.'],1.0,[1.0],1.0,100.00000000000004,[100.00000000000004],100.00000000000004,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.6057733061412971,[0.6057733061412971],0.6057733061412971
1,wiki-berlin-en.txt,"Its 3.7 million inhabitants make it the European Union's most populous city, according to population within city limits.",Its 37 million inhabitants make it the European Unions most populous city according to population within city limits.,['Its 37 million inhabitants make it the European Unions most populous city according to population within city limits.'],0.972215473651886,[0.972215473651886],0.972215473651886,60.39435155169266,[60.39435155169266],60.39435155169266,0.7826086956521738,[0.7826086956521738],0.7826086956521738,0.6666666666666666,[0.6666666666666666],0.6666666666666666,0.7826086956521738,[0.7826086956521738],0.7826086956521738,0.6270011602728455,[0.6270011602728455],0.6270011602728455
2,wiki-berlin-en.txt,"One of Germany's sixteen constituent states, Berlin is surrounded by the State of Brandenburg and contiguous with Potsdam, Brandenburg's capital.",One of Germanys sixteen constituent states Berlin is wall by the State of Brandenburg and contiguous with Potsdam Brandenburg s capital.,['One of Germanys sixteen constituent states Berlin is wall by the State of Brandenburg and contiguous with Potsdam Brandenburg s capital.'],0.8680149912834167,[0.8680149912834167],0.8680149912834167,47.94731828346274,[47.94731828346274],47.94731828346274,0.8333333333333334,[0.8333333333333334],0.8333333333333334,0.7272727272727273,[0.7272727272727273],0.7272727272727273,0.8333333333333334,[0.8333333333333334],0.8333333333333334,0.7408633989748699,[0.7408633989748699],0.7408633989748699
3,wiki-berlin-en.txt,"Berlin's urban area, which has a population of around 4.5 million, is the second most populous urban area in Germany after the Ruhr.",Berlins urban area which HA a population of around 45 million is the second most populous urban area in Germany after the Ruhr.,['Berlins urban area which HA a population of around 45 million is the second most populous urban area in Germany after the Ruhr.'],0.9621616005897522,[0.9621616005897522],0.9621616005897522,60.493083201449835,[60.493083201449835],60.493083201449835,0.75,[0.75],0.75,0.5454545454545454,[0.5454545454545454],0.5454545454545454,0.75,[0.75],0.75,0.7317890138905725,[0.7317890138905725],0.7317890138905725
4,wiki-berlin-en.txt,The Berlin-Brandenburg capital region has over six million inhabitants and is Germany's third-largest metropolitan region after the Rhine-Ruhr and Rhine-Main regions.,The Berlin Brandenburg capital region HA over six million inhabitants and is Germany s third largest metropolitan region after the Rhine Ruhr and Rhine Main regions.,['The Berlin Brandenburg capital region HA over six million inhabitants and is Germany s third largest metropolitan region after the Rhine Ruhr and Rhine Main regions.'],0.9743135571479797,[0.9743135571479797],0.9743135571479797,30.63889665164675,[30.63889665164675],30.63889665164675,0.967741935483871,[0.967741935483871],0.967741935483871,0.896551724137931,[0.896551724137931],0.896551724137931,0.967741935483871,[0.967741935483871],0.967741935483871,0.67238149994186,[0.67238149994186],0.67238149994186
5,wiki-berlin-en.txt,"Berlin straddles the banks of the Spree, which flows into the Havel (a tributary of the Elbe) in the western borough of Spandau.",Berlin straddles the banks of the Spree which flows into the Havel a tributary of the Elbe in the western borough of Spandau.,['Berlin straddles the banks of the Spree which flows into the Havel a tributary of the Elbe in the western borough of Spandau.'],0.9879711270332336,[0.9879711270332336],0.9879711270332336,68.39329477103357,[68.39329477103357],68.39329477103357,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.8448650079092593,[0.8448650079092593],0.8448650079092593
6,wiki-berlin-en.txt,"Among the city's main topographical features are the many lakes in the western and southeastern boroughs formed by the Spree, Havel and Dahme, the largest of which is Lake Müggelsee.",Among the city s main topographical features are the many lakes in the western and southeastern boroughs formed by the Spree Havel and Dahme the largest of which is Lake Müggelsee.,['Among the city s main topographical features are the many lakes in the western and southeastern boroughs formed by the Spree Havel and Dahme the largest of which is Lake Müggelsee.'],0.9930792450904846,[0.9930792450904846],0.9930792450904846,75.90685613161614,[75.90685613161614],75.90685613161614,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.656351930813657,[0.656351930813657],0.656351930813657
7,wiki-berlin-en.txt,"Due to its location in the European Plain, Berlin is influenced by a temperate seasonal climate.",Due to its location in the European Plain Berlin is determine by a temperate seasonal climate.,['Due to its location in the European Plain Berlin is determine by a temperate seasonal climate.'],0.9376071095466614,[0.9376071095466614],0.9376071095466614,68.99302125555486,[68.99302125555486],68.99302125555486,0.8888888888888888,[0.8888888888888888],0.8888888888888888,0.75,[0.75],0.75,0.8888888888888888,[0.8888888888888888],0.8888888888888888,0.8615537764297592,[0.8615537764297592],0.8615537764297592
8,wiki-berlin-en.txt,"About one-third of the city's area is composed of forests, parks, gardens, rivers, canals and lakes.",About one third of the city s area is composed of forests parks gardens rivers canals and lakes.,['About one third of the city s area is composed of forests parks gardens rivers canals and lakes.'],0.898053765296936,[0.898053765296936],0.898053765296936,33.45794609803645,[33.45794609803645],33.45794609803645,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.5022376812836795,[0.5022376812836795],0.5022376812836795
9,wiki-berlin-en.txt,"The city lies in the Central German dialect area, the Berlin dialect being a variant of the Lusatian-New Marchian dialects.",The city lies in the Central German dialect area the Berlin dialect being a variant of the Lusatian New Marchian dialects.,['The city lies in the Central German dialect area the Berlin dialect being a variant of the Lusatian New Marchian dialects.'],0.9908438920974731,[0.9908438920974731],0.9908438920974731,73.89984311706958,[73.89984311706958],73.89984311706958,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.7706513599270866,[0.7706513599270866],0.7706513599270866
10,wiki-berlin-en.txt,"First documented in the 13th century and at the crossing of two important historic trade routes, Berlin became the capital of the Margraviate of Brandenburg (1417–1701), the Kingdom of Prussia (1701–1918), the German Empire (1871–1918), the Weimar Republic (1919–1933), and the Third Reich (1933–1945). ",First documented in the 13th century and at the crossing of two important historic trade routes Berlin suit the capital of the Margraviate of Brandenburg 14171701 the Kingdom of Prussia 17011918 the German Empire 18711918 the Weimar Republic 19191933 and the Third Reich 19331945.,['First documented in the 13th century and at the crossing of two important historic trade routes Berlin suit the capital of the Margraviate of Brandenburg 14171701 the Kingdom of Prussia 17011918 the German Empire 18711918 the Weimar Republic 19191933 and the Third Reich 19331945.'],0.9048556685447693,[0.9048556685447693],0.9048556685447693,47.06558377548073,[47.06558377548073],47.06558377548073,0.7142857142857142,[0.7142857142857142],0.7142857142857142,0.5185185185185185,[0.5185185185185185],0.5185185185185185,0.7142857142857142,[0.7142857142857142],0.7142857142857142,0.6368861062484875,[0.6368861062484875],0.6368861062484875
11,wiki-berlin-en.txt,Berlin in the 1920s was the third-largest municipality in the world. ,Berlin in the 1920s was the third largest municipality in the world.,['Berlin in the 1920s was the third largest municipality in the world.'],0.9965113401412964,[0.9965113401412964],0.9965113401412964,67.61304462994481,[67.61304462994481],67.61304462994481,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.7282833049694697,[0.7282833049694697],0.7282833049694697
12,wiki-berlin-en.txt,"After World War II and its subsequent occupation by the victorious countries, the city was divided; West Berlin became a de facto exclave of West Germany, surrounded by the Berlin Wall (from August 1961 to November 1989) and East German territory.",After World War II and its subsequent occupation by the victorious countries the city was shared West Berlin suit a de facto exclave of West Germany wall by the Berlin Wall from August 1961 to November 1989 and East German territory.,['After World War II and its subsequent occupation by the victorious countries the city was shared West Berlin suit a de facto exclave of West Germany wall by the Berlin Wall from August 1961 to November 1989 and East German territory.'],0.9370731115341187,[0.9370731115341187],0.9370731115341187,61.00238695131473,[61.00238695131473],61.00238695131473,0.9056603773584906,[0.9056603773584906],0.9056603773584906,0.7843137254901961,[0.7843137254901961],0.7843137254901961,0.9056603773584906,[0.9056603773584906],0.9056603773584906,0.708260302145548,[0.708260302145548],0.708260302145548
13,wiki-berlin-en.txt,"East Berlin was declared capital of East Germany, while Bonn became the West German capital. ",East Berlin was declared capital of East Germany while Bonn suit the West German capital.,['East Berlin was declared capital of East Germany while Bonn suit the West German capital.'],0.9318777918815613,[0.9318777918815613],0.9318777918815613,66.75075987129311,[66.75075987129311],66.75075987129311,0.9523809523809523,[0.9523809523809523],0.9523809523809523,0.8421052631578948,[0.8421052631578948],0.8421052631578948,0.9523809523809523,[0.9523809523809523],0.9523809523809523,0.7816084697027896,[0.7816084697027896],0.7816084697027896
14,wiki-berlin-en.txt,"Following German reunification in 1990, Berlin once again became the capital of all of Germany.",Chase German reunification in 1990 Berlin once again suit the capital of all of Germany.,['Chase German reunification in 1990 Berlin once again suit the capital of all of Germany.'],0.8181155323982239,[0.8181155323982239],0.8181155323982239,57.30574043798692,[57.30574043798692],57.30574043798692,0.8571428571428571,[0.8571428571428571],0.8571428571428571,0.6666666666666666,[0.6666666666666666],0.6666666666666666,0.8571428571428571,[0.8571428571428571],0.8571428571428571,0.6842822627520855,[0.6842822627520855],0.6842822627520855
15,wiki-berlin-en.txt,"Berlin is a world city of culture, politics, media and science.",Berlin is a world city of culture politics media and science.,['Berlin is a world city of culture politics media and science.'],0.9444221258163452,[0.9444221258163452],0.9444221258163452,62.98129992394241,[62.98129992394241],62.98129992394241,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.6727027611600028,[0.6727027611600028],0.6727027611600028
16,wiki-berlin-en.txt,"Its economy is based on high-tech firms and the service sector, encompassing a diverse range of creative industries, research facilities, media corporations and convention venues.",Its economy is based on high tech firms and the service sector cover a diverse range of creative industries research facilities media corporations and convention venues.,['Its economy is based on high tech firms and the service sector cover a diverse range of creative industries research facilities media corporations and convention venues.'],0.9264644980430603,[0.9264644980430603],0.9264644980430603,57.84954323743582,[57.84954323743582],57.84954323743582,0.9411764705882353,[0.9411764705882353],0.9411764705882353,0.875,[0.875],0.875,0.9411764705882353,[0.9411764705882353],0.9411764705882353,0.5840315219428804,[0.5840315219428804],0.5840315219428804
17,wiki-berlin-en.txt,Berlin serves as a continental hub for air and rail traffic and has a highly complex public transportation network.,Berlin serves as a continental hub for air and rail traffic and HA a highly complex public transportation network.,['Berlin serves as a continental hub for air and rail traffic and HA a highly complex public transportation network.'],0.9760416150093079,[0.9760416150093079],0.9760416150093079,85.78928092681438,[85.78928092681438],85.78928092681438,0.9600000000000001,[0.9600000000000001],0.9600000000000001,0.8695652173913043,[0.8695652173913043],0.8695652173913043,0.9600000000000001,[0.9600000000000001],0.9600000000000001,0.8700723191102346,[0.8700723191102346],0.8700723191102346
18,wiki-berlin-en.txt,The metropolis is a popular tourist destination.,The metropolis is a popular tourist destination.,['The metropolis is a popular tourist destination.'],1.0,[1.0],1.0,100.00000000000004,[100.00000000000004],100.00000000000004,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.7130687038103739,[0.7130687038103739],0.7130687038103739
19,wiki-berlin-en.txt,"Significant industries also include IT, pharmaceuticals, biomedical engineering, clean tech, biotechnology, construction and electronics.",Significant industries also include IT pharmaceuticals biomedical engineering clean tech biotechnology construction and electronics.,['Significant industries also include IT pharmaceuticals biomedical engineering clean tech biotechnology construction and electronics.'],0.9367439150810242,[0.9367439150810242],0.9367439150810242,36.327039079325615,[36.327039079325615],36.327039079325615,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.5835770798107934,[0.5835770798107934],0.5835770798107934
20,wiki-berlin-en.txt,"Berlin is home to world-renowned universities such as the Humboldt University, the Technical University, the Free University, the University of the Arts, ESMT Berlin, the Hertie School, and Bard College Berlin.",Berlin is home to world renowned universities such as the Humboldt University the Technical University the Free University the University of the Arts ESMT Berlin the Hertie School and Bard College Berlin.,['Berlin is home to world renowned universities such as the Humboldt University the Technical University the Free University the University of the Arts ESMT Berlin the Hertie School and Bard College Berlin.'],0.9699679613113403,[0.9699679613113403],0.9699679613113403,46.87904194382813,[46.87904194382813],46.87904194382813,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.7839251497043369,[0.7839251497043369],0.7839251497043369
21,wiki-berlin-en.txt,Its Zoological Garden is the most visited zoo in Europe and one of the most popular worldwide.,Its Zoological Garden is the most visited zoo in Europe and one of the most popular worldwide.,['Its Zoological Garden is the most visited zoo in Europe and one of the most popular worldwide.'],1.0,[1.0],1.0,100.00000000000004,[100.00000000000004],100.00000000000004,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.8546488707264265,[0.8546488707264265],0.8546488707264265
22,wiki-berlin-en.txt,"With Babelsberg being the world's first large-scale movie studio complex, Berlin is an increasingly popular location for international film productions.",With Babelsberg being the world s first large scale movie studio complex Berlin is an increasingly popular location for international film productions.,['With Babelsberg being the world s first large scale movie studio complex Berlin is an increasingly popular location for international film productions.'],0.9800179600715637,[0.9800179600715637],0.9800179600715637,61.83296932477694,[61.83296932477694],61.83296932477694,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.6994248439868291,[0.6994248439868291],0.6994248439868291
23,wiki-berlin-en.txt,"The city is well known for its festivals, diverse architecture, nightlife, contemporary arts and a very high quality of living.",The city is well known for its festivals diverse architecture nightlife contemporary arts and a very high quality of living.,['The city is well known for its festivals diverse architecture nightlife contemporary arts and a very high quality of living.'],0.9327685236930847,[0.9327685236930847],0.9327685236930847,69.63845241054851,[69.63845241054851],69.63845241054851,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.6917657610726735,[0.6917657610726735],0.6917657610726735
24,wiki-berlin-en.txt,Since the 2000s Berlin has seen the emergence of a cosmopolitan entrepreneurial scene.,Since the 2000s Berlin has visit the emergence of a cosmopolitan entrepreneurial scene.,['Since the 2000s Berlin has visit the emergence of a cosmopolitan entrepreneurial scene.'],0.9642143249511719,[0.9642143249511719],0.9642143249511719,78.25422900366432,[78.25422900366432],78.25422900366432,0.923076923076923,[0.923076923076923],0.923076923076923,0.7272727272727272,[0.7272727272727272],0.7272727272727272,0.923076923076923,[0.923076923076923],0.923076923076923,0.9258584319441407,[0.9258584319441407],0.9258584319441407
0,dw-skiomicron-en.txt,"Despite the omicron variant, Europe's ski resorts are fairly busy.",Despite the omicron variant Europe s ski resorts are fairly busy.,['Despite the omicron variant Europe s ski resorts are fairly busy.'],0.9366744756698608,[0.9366744756698608],0.9366744756698608,63.40466277046863,[63.40466277046863],63.40466277046863,1.0,[1.0],1.0,1.0,[1.0],1.0,1.0,[1.0],1.0,0.4820128665083931,[0.4820128665083931],0.4820128665083931
