,label,original,simplified,split,BERTSimilarity,split BERTSimilarity,avg split BERTSimilarity,BLEU,split BLEU,avg split BLEU,ROUGE 1,split ROUGE 1,avg split ROUGE 1,ROUGE 2,split ROUGE 2,avg split ROUGE 2,ROUGE L,split ROUGE L,avg split ROUGE L,QuestEval,split QuestEval,avg split QuestEval
10,wiki-clock-en.txt,Spring-driven clocks appeared during the 15th century.,Spring-driven clocks were first seen in the 15th century.,['Spring-driven clocks were first seen in the 15th century.'],0.9543835520744324,[0.9543835520744324],0.9543835520744324,32.01911827891038,[32.01911827891038],32.01911827891038,0.8333333333333334,[0.8333333333333334],0.8333333333333334,0.6,[0.6],0.6,0.8333333333333334,[0.8333333333333334],0.8333333333333334,0.9295254250367483,[0.9295254250367483],0.9295254250367483
11,wiki-clock-en.txt,"During the 15th and 16th centuries, clockmaking flourished.","During the 16th century, many people made clocks.","['During the 16th century, many people made clocks.']",0.8549708127975464,[0.8549708127975464],0.8549708127975464,1.7747405280050264,[1.7747405280050264],1.7747405280050264,0.20000000000000004,[0.20000000000000004],0.20000000000000004,0.0,[0],0.0,0.20000000000000004,[0.20000000000000004],0.20000000000000004,0.5634865115086238,[0.5634865115086238],0.5634865115086238
12,wiki-clock-en.txt,The next development in accuracy occurred after 1656 with the invention of the pendulum clock by Christiaan Huygens.,After 1656 a very good clock was made by Christiaan Huygens. This was a pendulum clock and it was very accurate.,"['After 1656 a very good clock was made by Christiaan Huygens', 'This was a pendulum clock and it was very accurate.']",0.8121981024742126,"[0.8134254217147827, 0.665110170841217]",0.7392677962779999,12.69018159921522,"[3.2199657147289615, 0.7535838128770537]",1.9867747638030075,0.5555555555555556,"[0.5333333333333333, 0.3333333333333333]",0.43333333333333335,0.25,"[0.15384615384615385, 0.2]",0.17692307692307693,0.4444444444444444,"[0.5333333333333333, 0.3333333333333333]",0.43333333333333335,0.6517163373175121,"[0.3488641274826867, 0.2423945991765885]",0.29562936332963763
13,wiki-clock-en.txt,A major stimulus to improving the accuracy and reliability of clocks was the importance of precise time-keeping for navigation.,The most important reason to make clocks more accurate was because it was important to know the time for navigation.,['The most important reason to make clocks more accurate was because it was important to know the time for navigation.'],0.8865209817886353,[0.8865209817886353],0.8865209817886353,3.1509464978970327,[3.1509464978970327],3.1509464978970327,0.3157894736842105,[0.3157894736842105],0.3157894736842105,0.0,[0],0.0,0.3157894736842105,[0.3157894736842105],0.3157894736842105,0.5758671800295512,[0.5758671800295512],0.5758671800295512
14,wiki-clock-en.txt,The mechanism of a timepiece with a series of gears driven by a spring or weights is referred to as clockwork; the term is used by extension for a similar mechanism not used in a timepiece.,"The mechanism of a timepiece with a series of gears driven by a spring is called clockwork. The term ""timepiece"" is also used to refer to a collection of timepieces.","['The mechanism of a timepiece with a series of gears driven by a spring is called clockwork', 'The term ""timepiece"" is also used to refer to a collection of timepieces.']",0.9750710129737854,"[0.9433627724647522, 0.892357587814331]",0.9178601801395416,38.634234668234676,"[35.283393652650105, 0.15013144370355705]",17.71676254817683,0.6666666666666666,"[0.6363636363636364, 0.21052631578947364]",0.423444976076555,0.48000000000000004,"[0.5, 0]",0.25,0.6666666666666666,"[0.6363636363636364, 0.21052631578947364]",0.423444976076555,0.6039722078928241,"[0.629266358833149, 0.2625018606583277]",0.44588410974573833
15,wiki-clock-en.txt,"The electric clock was patented in 1840, and electronic clocks were introduced in the 20th century, becoming widespread with the development of small battery-powered semiconductor devices.","The electric clock was patented in 1840, and electronic clocks were first used in the 20th century. In the 20th century, small battery-powered devices started to be used.","['The electric clock was patented in 1840, and electronic clocks were first used in the 20th century', 'In the 20th century, small battery-powered devices started to be used.']",0.9606086611747742,"[0.9500026106834412, 0.8902426362037659]",0.9201226234436035,49.15518947936094,"[46.59979763848968, 10.293704767687334]",28.44675120308851,0.75,"[0.64, 0.5217391304347825]",0.5808695652173912,0.5333333333333333,"[0.5217391304347827, 0.28571428571428575]",0.40372670807453426,0.75,"[0.64, 0.5217391304347825]",0.5808695652173912,0.7699480420562776,"[0.7293024420265167, 0.3080582372725956]",0.5186803396495562
16,wiki-clock-en.txt,"The timekeeping element in every modern clock is a harmonic oscillator, a physical object (resonator) that vibrates or oscillates at a particular frequency.",The timekeeping element in every modern clock is a harmonic oscillator. The harmonic oscillator is a physical object that can be made to vibrate.,"['The timekeeping element in every modern clock is a harmonic oscillator', 'The harmonic oscillator is a physical object that can be made to vibrate.']",0.9647499918937683,"[0.9360164999961853, 0.9090284705162048]",0.9225224852561951,43.69942407063455,"[37.03046833819063, 3.040559696901294]",20.035514017545964,0.6666666666666666,"[0.6666666666666666, 0.4444444444444444]",0.5555555555555556,0.6363636363636364,"[0.625, 0.37499999999999994]",0.5,0.6666666666666666,"[0.6666666666666666, 0.4444444444444444]",0.5555555555555556,0.7160110369821391,"[0.6427563461992476, 0.6328914068639279]",0.6378238765315878
17,wiki-clock-en.txt,"This object can be a pendulum, a tuning fork, a quartz crystal, or the vibration of electrons in atoms as they emit microwaves.","This object can be a pendulum, a tuning fork, a quartz crystal (a crystal that changes color when it is struck by light).","['This object can be a pendulum, a tuning fork, a quartz crystal (a crystal that changes color when it is struck by light).']",0.9260366559028625,[0.9260366559028625],0.9260366559028625,47.91208429960593,[47.91208429960593],47.91208429960593,0.5714285714285713,[0.5714285714285713],0.5714285714285713,0.5263157894736842,[0.5263157894736842],0.5263157894736842,0.5714285714285713,[0.5714285714285713],0.5714285714285713,0.2649059096972147,[0.2649059096972147],0.2649059096972147
18,wiki-clock-en.txt,Clocks have different ways of displaying the time.,There are many different types of clocks.,['There are many different types of clocks.'],0.8529360294342041,[0.8529360294342041],0.8529360294342041,0.561222232430573,[0.561222232430573],0.561222232430573,0.3333333333333333,[0.3333333333333333],0.3333333333333333,0.0,[0],0.0,0.3333333333333333,[0.3333333333333333],0.3333333333333333,0.3896570834848616,[0.3896570834848616],0.3896570834848616
19,wiki-clock-en.txt,"Analog clocks indicate time with a traditional clock face, with moving hands.",Analog clocks show time by moving their hands. A digital clock does the same.,"['Analog clocks show time by moving their hands', 'A digital clock does the same.']",0.9182438254356384,"[0.9219246506690979, 0.7960326075553894]",0.8589786291122437,1.346879088869468,"[1.2011055432195765, 0.3020620525243554]",0.7515837978719659,0.75,"[0.7142857142857143, 0.2]",0.4571428571428572,0.2857142857142857,"[0.3333333333333333, 0]",0.16666666666666666,0.625,"[0.7142857142857143, 0.2]",0.4571428571428572,0.6881231003337436,"[0.7371951889660623, 0.24864222804705305]",0.49291870850655767
20,wiki-clock-en.txt,Digital clocks display a numeric representation of time.,Digital clocks use numbers to show the time.,['Digital clocks use numbers to show the time.'],0.9324617981910706,[0.9324617981910706],0.9324617981910706,2.2679164443904005,[2.2679164443904005],2.2679164443904005,0.5454545454545454,[0.5454545454545454],0.5454545454545454,0.22222222222222224,[0.22222222222222224],0.22222222222222224,0.5454545454545454,[0.5454545454545454],0.5454545454545454,0.7282939919167095,[0.7282939919167095],0.7282939919167095
21,wiki-clock-en.txt,Two numbering systems are in use: 24-hour time notation and 12-hour notation.,There are two different time systems. One is 24-hour time notation.,"['There are two different time systems', 'One is 24-hour time notation.']",0.9081709980964661,"[0.785024106502533, 0.8861131072044373]",0.8355686068534851,23.909453161355017,"[0.25281168697394946, 22.250253290431033]",11.251532488702491,0.6666666666666667,"[0.3636363636363636, 0.6153846153846153]",0.4895104895104895,0.6153846153846154,"[0, 0.5454545454545454]",0.2727272727272727,0.6666666666666667,"[0.1818181818181818, 0.6153846153846153]",0.39860139860139854,0.48451711104029704,"[0.5031599933192844, 0.37924742840585257]",0.4412037108625685
22,wiki-clock-en.txt,"Most digital clocks use electronic mechanisms and LCD, LED, or VFD displays.","Most digital clocks use an electronic mechanism, but not all do so well.","['Most digital clocks use an electronic mechanism, but not all do so well.']",0.8455920815467834,[0.8455920815467834],0.8455920815467834,18.92240568795936,[18.92240568795936],18.92240568795936,0.5,[0.5],0.5,0.4,[0.4],0.4,0.5,[0.5],0.5,0.6542601241005792,[0.6542601241005792],0.6542601241005792
23,wiki-clock-en.txt,"For the blind and for use over telephones, speaking clocks state the time audibly in words.","For the blind and people who can not see, speaking clocks say the time with words.","['For the blind and people who can not see, speaking clocks say the time with words.']",0.8774058222770691,[0.8774058222770691],0.8774058222770691,23.682079130839753,[23.682079130839753],23.682079130839753,0.7142857142857143,[0.7142857142857143],0.7142857142857143,0.16666666666666666,[0.16666666666666666],0.16666666666666666,0.7142857142857143,[0.7142857142857143],0.7142857142857143,0.6111423075199127,[0.6111423075199127],0.6111423075199127
24,wiki-clock-en.txt,There are also clocks for the blind that have displays that can be read by touch.,There are also special clocks for the blind. They can be read by touch.,"['There are also special clocks for the blind', 'They can be read by touch.']",0.9233447909355164,"[0.7972891330718994, 0.8566133379936218]",0.8269512355327606,50.243316187200534,"[20.706193828327603, 28.175950490399515]",24.441072159363557,0.8000000000000002,"[0.5, 0.5714285714285715]",0.5357142857142858,0.5,"[0.3333333333333333, 0.4]",0.3666666666666667,0.8000000000000002,"[0.5, 0.5714285714285715]",0.5357142857142858,0.5329173394927271,"[0.6373577040654641, 0.24991819924778408]",0.4436379516566241
0,wiki-berlin-en.txt,Berlin is the capital and largest city of Germany by both area and population.,Berlin is the capital city of Germany. It is the largest city in Germany.,"['Berlin is the capital city of Germany', 'It is the largest city in Germany.']",0.941053032875061,"[0.8898895978927612, 0.873979926109314]",0.8819347620010376,24.807889278164414,"[23.793665482062607, 1.3834368456410946]",12.58855116385185,0.7142857142857143,"[0.7272727272727273, 0.6]",0.6636363636363636,0.5,"[0.4444444444444444, 0.5]",0.4722222222222222,0.7142857142857143,"[0.7272727272727273, 0.6]",0.6636363636363636,0.6647156620467151,"[0.6922664294640223, 0.28158681591351825]",0.4869266226887703
1,wiki-berlin-en.txt,"Its 3.7 million inhabitants make it the European Union's most populous city, according to population within city limits.","With 3.7 million people living there, it is the most populous city in the European Union, by population.","['With 3.7 million people living there, it is the most populous city in the European Union, by population.']",0.9608212113380432,[0.9608212113380432],0.9608212113380432,4.195388556306425,[4.195388556306425],4.195388556306425,0.7272727272727272,[0.7272727272727272],0.7272727272727272,0.39999999999999997,[0.39999999999999997],0.39999999999999997,0.5454545454545454,[0.5454545454545454],0.5454545454545454,0.6132474473702214,[0.6132474473702214],0.6132474473702214
2,wiki-berlin-en.txt,"One of Germany's sixteen constituent states, Berlin is surrounded by the State of Brandenburg and contiguous with Potsdam, Brandenburg's capital.","Berlin is the capital of the German state of Berlin. The state of Brandenburg lies to the west of Berlin, and Potsdam is its capital.","['Berlin is the capital of the German state of Berlin', 'The state of Brandenburg lies to the west of Berlin, and Potsdam is its capital.']",0.9185372591018677,"[0.8571990728378296, 0.9035128951072693]",0.8803559839725494,0.8981868434425045,"[0.7289334177359765, 1.008685361966555]",0.8688093898512658,0.4166666666666667,"[0.35294117647058826, 0.5263157894736842]",0.4396284829721362,0.09090909090909091,"[0, 0.11764705882352942]",0.05882352941176471,0.4166666666666667,"[0.23529411764705882, 0.4210526315789474]",0.3281733746130031,0.5258296112896819,"[0.5071174337234332, 0.5172602509207999]",0.5121888423221166
3,wiki-berlin-en.txt,"Berlin's urban area, which has a population of around 4.5 million, is the second most populous urban area in Germany after the Ruhr.",Around 4.5 million people live in the urban area of Berlin. It is the second largest urban area in Germany after the Ruhr Area.,"['Around 4.5 million people live in the urban area of Berlin', 'It is the second largest urban area in Germany after the Ruhr Area.']",0.9650363326072693,"[0.8866923451423645, 0.9018349051475525]",0.8942636251449585,32.16397363858737,"[0.790348985795788, 27.698762715990963]",14.244555850893375,0.7692307692307692,"[0.6, 0.5555555555555556]",0.5777777777777777,0.4999999999999999,"[0.33333333333333326, 0.37499999999999994]",0.35416666666666663,0.5384615384615384,"[0.5, 0.4444444444444444]",0.4722222222222222,0.7636762547298503,"[0.6058591681939585, 0.5336025171389235]",0.5697308426664409
4,wiki-berlin-en.txt,The Berlin-Brandenburg capital region has over six million inhabitants and is Germany's third-largest metropolitan region after the Rhine-Ruhr and Rhine-Main regions.,Berlin-Brandenburg has over six million people living in it. It is the third largest city in Germany (after the Rhine-Ruhr region and the Rhine-Main region).,"['Berlin-Brandenburg has over six million people living in it', 'It is the third largest city in Germany (after the Rhine-Ruhr region and the Rhine-Main region).']",0.9644567370414734,"[0.831834614276886, 0.9225448369979858]",0.8771897256374359,13.528941621325764,"[11.433361115787452, 3.1820846840077754]",7.307722899897614,0.7586206896551724,"[0.3, 0.6666666666666667]",0.4833333333333334,0.29629629629629634,"[0.11111111111111112, 0.2727272727272727]",0.1919191919191919,0.5517241379310344,"[0.3, 0.4166666666666667]",0.35833333333333334,0.6687447812349077,"[0.6112961687502407, 0.4083229477206866]",0.5098095582354637
5,wiki-berlin-en.txt,"Berlin straddles the banks of the Spree, which flows into the Havel (a tributary of the Elbe) in the western borough of Spandau.",Berlin is located on the Spree river. This river flows into the Havel in the western part of the city in Spandau.,"['Berlin is located on the Spree river', 'This river flows into the Havel in the western part of the city in Spandau.']",0.9279198050498962,"[0.8191046714782715, 0.889098584651947]",0.8541016280651093,16.805936904720344,"[0.5166045454134254, 15.303152436989837]",7.909878491201631,0.5454545454545454,"[0.26666666666666666, 0.4444444444444444]",0.3555555555555555,0.10000000000000002,"[0, 0.125]",0.0625,0.5454545454545454,"[0.26666666666666666, 0.4444444444444444]",0.3555555555555555,0.7106399004658064,"[0.6450562580592103, 0.4047730016921248]",0.5249146298756675
6,wiki-berlin-en.txt,"Among the city's main topographical features are the many lakes in the western and southeastern boroughs formed by the Spree, Havel and Dahme, the largest of which is Lake Müggelsee.",Among the city's main topographical features are the many lakes in the western and southeastern parts of the city. The largest of these lakes is called Lake Müggelsee.,"[""Among the city's main topographical features are the many lakes in the western and southeastern parts of the city"", 'The largest of these lakes is called Lake Müggelsee.']",0.9589656591415405,"[0.881156325340271, 0.8606906533241272]",0.8709234893321991,50.29311140805834,"[44.094931488541555, 2.15039433364294]",23.12266291109225,0.689655172413793,"[0.5833333333333334, 0.4]",0.4916666666666667,0.5185185185185186,"[0.5454545454545454, 0.11111111111111112]",0.3282828282828283,0.689655172413793,"[0.5833333333333334, 0.3]",0.44166666666666665,0.6525871178145131,"[0.4730321748783349, 0.6187325268983841]",0.5458823508883595
7,wiki-berlin-en.txt,"Due to its location in the European Plain, Berlin is influenced by a temperate seasonal climate.","Because Berlin is in the European Plain, the climate changes from time to time.","['Because Berlin is in the European Plain, the climate changes from time to time.']",0.8233420848846436,[0.8233420848846436],0.8233420848846436,25.28116869739494,[25.28116869739494],25.28116869739494,0.5333333333333333,[0.5333333333333333],0.5333333333333333,0.15384615384615385,[0.15384615384615385],0.15384615384615385,0.4,[0.4],0.4,0.7750940629571834,[0.7750940629571834],0.7750940629571834
8,wiki-berlin-en.txt,"About one-third of the city's area is composed of forests, parks, gardens, rivers, canals and lakes.",About one-third of the city's area is made up of forests. The city also has many parks and gardens.,"[""About one-third of the city's area is made up of forests"", 'The city also has many parks and gardens.']",0.9357237815856934,"[0.8779950737953186, 0.8647755980491638]",0.8713853359222412,33.55050008335619,"[30.603689509300892, 0.22971859358450275]",15.416704051442698,0.6250000000000001,"[0.46153846153846156, 0.5]",0.4807692307692308,0.28571428571428575,"[0.18181818181818182, 0.2]",0.19090909090909092,0.6250000000000001,"[0.46153846153846156, 0.5]",0.4807692307692308,0.49145545713879446,"[0.5410330251411155, 0.344538619948758]",0.44278582254493676
9,wiki-berlin-en.txt,"The city lies in the Central German dialect area, the Berlin dialect being a variant of the Lusatian-New Marchian dialects.",The city is in the Central German dialect area. The Berlin dialect is different from many other dialects in Germany.,"['The city is in the Central German dialect area', 'The Berlin dialect is different from many other dialects in Germany.']",0.9320560097694397,"[0.9083861112594604, 0.868998110294342]",0.8886921107769012,27.526990943873297,"[23.933115010284965, 0.7645949399477268]",12.348854975116346,0.761904761904762,"[0.5882352941176471, 0.375]",0.48161764705882354,0.5263157894736842,"[0.39999999999999997, 0.14285714285714288]",0.2714285714285714,0.761904761904762,"[0.5882352941176471, 0.375]",0.48161764705882354,0.53553142108851,"[0.5680787452945003, 0.3434393492009905]",0.4557590472477454
10,wiki-berlin-en.txt,"First documented in the 13th century and at the crossing of two important historic trade routes, Berlin became the capital of the Margraviate of Brandenburg (1417–1701), the Kingdom of Prussia (1701–1918), the German Empire (1871–1918), the Weimar Republic (1919–1933), and the Third Reich (1933–1945). ","Berlin became the capital of the Margraviate of Brandenburg (1417 â ""1701), the Kingdom of Prussia (1701 â"" 1818), the German Empire (1871 â"" 1818), the Weimar Republic (1919 â ""1933), and the Third Reich (1933 â"" 1945). It was also the capital of the Soviet Union (1933 â"" 1945).","['Berlin became the capital of the Margraviate of Brandenburg (1417 â ""1701), the Kingdom of Prussia (1701 â"" 1818), the German Empire (1871 â"" 1818), the Weimar Republic (1919 â ""1933), and the Third Reich (1933 â"" 1945)', 'It was also the capital of the Soviet Union (1933 â"" 1945).']",0.9366076588630676,"[0.9332709312438965, 0.7811696529388428]",0.8572202920913696,39.38852451199192,"[48.096390757967335, 4.677033481831804]",26.38671211989957,0.6785714285714285,"[0.7450980392156863, 0.17142857142857143]",0.4582633053221289,0.5925925925925927,"[0.6530612244897959, 0.0606060606060606]",0.3568336425479282,0.6785714285714285,"[0.7450980392156863, 0.17142857142857143]",0.4582633053221289,0.4817229632017823,"[0.5546181799475113, 0.22465005403722238]",0.38963411699236683
11,wiki-berlin-en.txt,Berlin in the 1920s was the third-largest municipality in the world. ,Berlin was the world's third largest city in the 1920s.,"[""Berlin was the world's third largest city in the 1920s.""]",0.9468625783920288,[0.9468625783920288],0.9468625783920288,6.484115071397647,[6.484115071397647],6.484115071397647,0.8000000000000002,[0.8000000000000002],0.8000000000000002,0.0,[0],0.0,0.4000000000000001,[0.4000000000000001],0.4000000000000001,0.7696763787004682,[0.7696763787004682],0.7696763787004682
12,wiki-berlin-en.txt,"After World War II and its subsequent occupation by the victorious countries, the city was divided; West Berlin became a de facto exclave of West Germany, surrounded by the Berlin Wall (from August 1961 to November 1989) and East German territory.","After World War II, the countries that won the war took control of the city. West Berlin was taken by the United States, and East Berlin became a de facto part of West Germany, surrounded by the Berlin Wall from 1961 to 1989.","['After World War II, the countries that won the war took control of the city', 'West Berlin was taken by the United States, and East Berlin became a de facto part of West Germany, surrounded by the Berlin Wall from 1961 to 1989.']",0.9708759188652039,"[0.8127139210700989, 0.960459291934967]",0.886586606502533,35.597436126644155,"[7.119802576104631, 29.69378840285816]",18.406795489481397,0.68,"[0.29411764705882354, 0.5714285714285714]",0.4327731092436975,0.37499999999999994,"[0.125, 0.35000000000000003]",0.23750000000000002,0.64,"[0.29411764705882354, 0.5238095238095238]",0.40896358543417366,0.45650745926872394,"[0.4221602204093906, 0.3696123668525973]",0.3958862936309939
13,wiki-berlin-en.txt,"East Berlin was declared capital of East Germany, while Bonn became the West German capital. ","East Berlin became the capital of East Germany, and Bonn became the capital of West Germany.","['East Berlin became the capital of East Germany, and Bonn became the capital of West Germany.']",0.97637540102005,[0.97637540102005],0.97637540102005,31.68028361412223,[31.68028361412223],31.68028361412223,0.8421052631578948,[0.8421052631578948],0.8421052631578948,0.47058823529411764,[0.47058823529411764],0.47058823529411764,0.7368421052631577,[0.7368421052631577],0.7368421052631577,0.7641145651681083,[0.7641145651681083],0.7641145651681083
14,wiki-berlin-en.txt,"Following German reunification in 1990, Berlin once again became the capital of all of Germany.","When Germany was reunited in 1990, Berlin became the capital of all of Germany again.","['When Germany was reunited in 1990, Berlin became the capital of all of Germany again.']",0.9524730443954468,[0.9524730443954468],0.9524730443954468,51.74476594166613,[51.74476594166613],51.74476594166613,0.6666666666666666,[0.6666666666666666],0.6666666666666666,0.6,[0.6],0.6,0.6666666666666666,[0.6666666666666666],0.6666666666666666,0.7821160427161626,[0.7821160427161626],0.7821160427161626
15,wiki-berlin-en.txt,"Berlin is a world city of culture, politics, media and science.",Berlin is a very important city for culture and science.,['Berlin is a very important city for culture and science.'],0.9119752645492554,[0.9119752645492554],0.9119752645492554,7.184286840685784,[7.184286840685784],7.184286840685784,0.6666666666666666,[0.6666666666666666],0.6666666666666666,0.2,[0.2],0.2,0.6666666666666666,[0.6666666666666666],0.6666666666666666,0.7641351558764775,[0.7641351558764775],0.7641351558764775
16,wiki-berlin-en.txt,"Its economy is based on high-tech firms and the service sector, encompassing a diverse range of creative industries, research facilities, media corporations and convention venues.","Its economy is based on high-tech companies and the service sector. The city also has many different types of businesses, research facilities, media companies and convention venues.","['Its economy is based on high-tech companies and the service sector', 'The city also has many different types of businesses, research facilities, media companies and convention venues.']",0.9318787455558777,"[0.8488454222679138, 0.9174835681915283]",0.8831644952297211,41.877270385107956,"[24.090844358935918, 20.71686516312665]",22.403854761031283,0.625,"[0.4347826086956522, 0.3846153846153846]",0.4096989966555184,0.39999999999999997,"[0.2857142857142857, 0.25]",0.26785714285714285,0.625,"[0.4347826086956522, 0.3846153846153846]",0.4096989966555184,0.5605523708281377,"[0.593595090622782, 0.5234400116735034]",0.5585175511481427
